code,Country  ,Gcountry,Continent,Location  ,Type  ,Sub Type  ,dayStart,monthStart,yearStart,dayEnd,monthEnd,yearEnd,duration,complete
6927,Haiti,Haiti,CARIBBEAN,"Port-au-prince, Kenscoff, ...",Earthquake (seismic activity),Earthquake (ground shaking),12,1,2010,12,1,2010,0,1
6928,Haiti,Haiti,CARIBBEAN,"Artibonite, Centre, Grand ...",Epidemic,Bacterial Infectious Diseases,22,10,2010,15,12,2011,419,1
6929,Haiti,Haiti,CARIBBEAN,,Epidemic,Bacterial Infectious Diseases,31,10,2012,8,11,2012,8,1
6930,Haiti,Haiti,CARIBBEAN,,Epidemic,Parasitic Infectious Diseases,,12,1963,,12,1963,,0
6931,Haiti,Haiti,CARIBBEAN,Grand Bois area,Epidemic,Viral Infectious Diseases,,4,2003,,5,2003,,0
6932,Haiti,Haiti,CARIBBEAN,"Azile, Grand Anse, Les Ca ...",Flood,Flash flood,23,5,2002,5,6,2002,13,1
6933,Haiti,Haiti,CARIBBEAN,Saint-Marc (Artibonite di ...,Flood,Flash flood,29,8,2003,30,8,2003,1,1
6934,Haiti,Haiti,CARIBBEAN,"J?r?mie, Abricots, Bonbon ...",Flood,Flash flood,28,11,2006,1,12,2006,3,1
6935,Haiti,Haiti,CARIBBEAN,Williamson community (Oue ...,Flood,Flash Flood,18,9,2009,18,9,2009,0,1
6936,Haiti,Haiti,CARIBBEAN,Cap Haitien,Flood,Flash Flood,15,2,2010,15,2,2010,0,1
6937,Haiti,Haiti,CARIBBEAN,La Gonave Isl./,Flood,General flood,23,10,1986,23,10,1986,0,1
6938,Haiti,Haiti,CARIBBEAN,,Flood,General flood,11,11,1993,11,11,1993,0,1
6939,Haiti,Haiti,CARIBBEAN,Le Borgne,Flood,General flood,15,11,1996,17,11,1996,2,1
6940,Haiti,Haiti,CARIBBEAN,Artibonite province,Flood,General flood,16,5,2001,18,5,2001,2,1
6941,Haiti,Haiti,CARIBBEAN,Cap Ha?tien,Flood,General flood,27,3,2003,29,3,2003,2,1
6942,Haiti,Haiti,CARIBBEAN,"Cap-Ha?tien, Port-De-Paix ...",Flood,General flood,20,12,2003,22,12,2003,2,1
6943,Haiti,Haiti,CARIBBEAN,Fonds Verrettes (West dep ...,Flood,General flood,23,5,2004,1,6,2004,9,1
6944,Haiti,Haiti,CARIBBEAN,"La Gonave Isl., South",Flood,General flood,,10,2005,,10,2005,,0
6945,Haiti,Haiti,CARIBBEAN,"Ferrier, Ouanaminthe, Abr ...",Flood,General flood,26,3,2007,30,3,2007,4,1
